Date,Open,High,Low,Close,Adj Close,Volume
1985-06-10,0.073103,0.073661,0.065848,0.065848,0.051471,1810032000
1985-06-17,0.066406,0.073661,0.066406,0.071987,0.056270,1030489600
1985-06-24,0.077009,0.082589,0.077009,0.080357,0.062813,960086400
1985-07-01,0.080915,0.081473,0.077009,0.078683,0.061504,286249600
1985-07-08,0.078683,0.080915,0.078683,0.079799,0.062376,458102400
1985-07-15,0.079799,0.081473,0.077009,0.077567,0.060632,633203200
1985-07-22,0.077567,0.077567,0.072545,0.074219,0.058015,975318400
1985-07-29,0.074219,0.074219,0.070313,0.070313,0.054961,396704000
1985-08-05,0.070313,0.071429,0.066406,0.068080,0.053216,515872000
1985-08-12,0.068080,0.069196,0.064732,0.065290,0.051035,576217600
1985-08-19,0.066964,0.068080,0.065848,0.065848,0.051471,359161600
1985-08-26,0.067522,0.068638,0.066406,0.066964,0.052344,218512000
1985-09-02,0.066964,0.067522,0.065848,0.066964,0.052344,210627200
1985-09-09,0.068080,0.071987,0.068080,0.070313,0.054961,522883200
1985-09-16,0.070313,0.076451,0.068080,0.074777,0.058451,662368000
1985-09-23,0.075335,0.077009,0.070871,0.070871,0.055398,364672000
1985-09-30,0.070871,0.071429,0.066964,0.066964,0.052344,264947200
1985-10-07,0.066964,0.072545,0.066964,0.071429,0.055834,641760000
1985-10-14,0.074219,0.085379,0.074219,0.079241,0.061940,1316134400
1985-10-21,0.079241,0.084263,0.077009,0.080357,0.062813,1027712000
1985-10-28,0.080357,0.085938,0.079799,0.083147,0.064993,664563200
1985-11-04,0.083705,0.092634,0.083147,0.091518,0.071537,1074976000
1985-11-11,0.091518,0.092634,0.086496,0.088728,0.069356,675068800
1985-11-18,0.088728,0.089286,0.084263,0.084821,0.066302,489664000
1985-11-25,0.084821,0.089844,0.084821,0.089844,0.070228,552406400
1985-12-02,0.089844,0.092634,0.087612,0.088170,0.068920,610982400
1985-12-09,0.088170,0.090402,0.085938,0.089286,0.069792,954800000
1985-12-16,0.089286,0.102121,0.089286,0.099888,0.078079,1433936000
1985-12-23,0.099888,0.101004,0.096540,0.099888,0.078079,376566400
1985-12-30,0.099888,0.101004,0.097098,0.099888,0.078079,554512000
1986-01-06,0.099888,0.104911,0.097656,0.101563,0.079389,1863657600
1986-01-13,0.101563,0.110491,0.100446,0.107143,0.083750,1791753600
1986-01-20,0.107143,0.107701,0.099888,0.101004,0.078952,690771200
1986-01-27,0.101004,0.108817,0.098214,0.103237,0.080697,1586032000
1986-02-03,0.103237,0.108817,0.102121,0.107143,0.083750,1070988800
1986-02-10,0.107143,0.109375,0.104911,0.106027,0.082878,645254400
1986-02-17,0.106027,0.114955,0.103795,0.112723,0.088112,834780800
1986-02-24,0.112723,0.119420,0.111049,0.111607,0.087240,869836800
1986-03-03,0.111607,0.114955,0.108259,0.110491,0.086367,572476800
1986-03-10,0.110491,0.117188,0.108817,0.116629,0.091165,765049600
1986-03-17,0.116071,0.132254,0.113281,0.123326,0.096400,1722470400
1986-03-24,0.123326,0.129464,0.117746,0.126116,0.098581,1016534400
1986-03-31,0.126116,0.127232,0.117188,0.119420,0.093347,1072848000
1986-04-07,0.119420,0.123884,0.117188,0.120536,0.094219,634323200
1986-04-14,0.120536,0.133371,0.119420,0.132813,0.103816,944966400
1986-04-21,0.133371,0.145647,0.131138,0.143973,0.112539,1582336000
1986-04-28,0.143973,0.146205,0.119978,0.136161,0.106433,767536000
1986-05-05,0.136161,0.150112,0.136161,0.148996,0.116466,1022537600
1986-05-12,0.148996,0.166853,0.148438,0.160714,0.125625,1896966400
1986-05-19,0.160714,0.167411,0.152902,0.165179,0.129115,1162380800
1986-05-26,0.165179,0.167411,0.162388,0.165179,0.129115,520643200
1986-06-02,0.165179,0.174665,0.164063,0.168527,0.131732,1151046400
1986-06-09,0.168527,0.169085,0.156808,0.162388,0.126934,952873600
1986-06-16,0.162388,0.164621,0.145089,0.160714,0.125625,1331254400
1986-06-23,0.160714,0.164063,0.153460,0.160156,0.125189,557424000
1986-06-30,0.160156,0.168527,0.155134,0.167969,0.131296,484489600
1986-07-07,0.167969,0.168527,0.151786,0.165737,0.129551,1253190400
1986-07-14,0.165737,0.166853,0.139509,0.141741,0.110795,1635200000
1986-07-21,0.147321,0.154576,0.146205,0.151786,0.118646,1009680000
1986-07-28,0.151228,0.151786,0.133929,0.140067,0.109486,1529920000
1986-08-04,0.140067,0.145647,0.136719,0.141183,0.110358,716800000
1986-08-11,0.142299,0.165179,0.141741,0.159598,0.124753,1250211200
1986-08-18,0.159598,0.163504,0.154576,0.161830,0.126497,766819200
1986-08-25,0.162946,0.169643,0.161830,0.165179,0.129115,759606400
1986-09-01,0.165737,0.165737,0.152344,0.156808,0.122572,647740800
1986-09-08,0.156250,0.160714,0.141741,0.141741,0.110795,715478400
1986-09-15,0.143973,0.156808,0.142857,0.150112,0.117338,812627200
1986-09-22,0.149554,0.162388,0.149554,0.152902,0.119519,1012614400
1986-09-29,0.150112,0.155134,0.141183,0.150670,0.117774,761891200
1986-10-06,0.150670,0.152902,0.143973,0.148438,0.116029,470556800
1986-10-13,0.147879,0.157366,0.146205,0.150112,0.117338,792064000
1986-10-20,0.149554,0.150112,0.143973,0.147321,0.115156,555654400
1986-10-27,0.149554,0.155692,0.147321,0.154576,0.120827,793609600
1986-11-03,0.155134,0.165737,0.151228,0.159598,0.124753,1497865600
1986-11-10,0.160156,0.163504,0.155692,0.157366,0.123008,559686400
1986-11-17,0.157366,0.165179,0.154018,0.160714,0.125625,1196540800
1986-11-24,0.161830,0.184152,0.160714,0.178571,0.139583,1952070400
1986-12-01,0.178571,0.195313,0.174665,0.195313,0.152670,1583680000
1986-12-08,0.194754,0.195871,0.183594,0.184152,0.143946,1300118400
1986-12-15,0.183036,0.189732,0.180246,0.188058,0.146999,886256000
1986-12-22,0.187500,0.189732,0.183036,0.183036,0.143074,594160000
1986-12-29,0.183036,0.185268,0.179129,0.182478,0.142637,519232000
1987-01-05,0.184152,0.204241,0.183036,0.202567,0.158340,1529920000
1987-01-12,0.203125,0.229353,0.198661,0.217634,0.170118,1902924800
1987-01-19,0.217634,0.248884,0.213728,0.224330,0.175352,2602880000
1987-01-26,0.223214,0.255580,0.220982,0.247768,0.193673,2112320000
1987-02-02,0.247768,0.250558,0.236049,0.241071,0.188438,1276777600
1987-02-09,0.236049,0.279018,0.230469,0.277344,0.216791,1887312000
1987-02-16,0.277344,0.300781,0.270647,0.273438,0.213738,1384566400
1987-02-23,0.271763,0.318638,0.266183,0.312500,0.244271,2067520000
1987-03-02,0.313616,0.314732,0.289063,0.300223,0.234675,1795897600
1987-03-09,0.296875,0.303571,0.283482,0.283482,0.221589,1218000000
1987-03-16,0.283482,0.311384,0.279018,0.304688,0.238165,1346889600
1987-03-23,0.303571,0.305804,0.289063,0.290179,0.226824,1065411200
1987-03-30,0.283482,0.320871,0.277902,0.320313,0.250379,2068102400
1987-04-06,0.319196,0.324777,0.301339,0.313616,0.245144,1234800000
1987-04-13,0.312500,0.327009,0.296875,0.319196,0.249506,1246537600
1987-04-20,0.319196,0.344866,0.310268,0.333705,0.260847,1544681600
1987-04-27,0.331473,0.357143,0.327009,0.357143,0.279168,1384880000
1987-05-04,0.354911,0.367188,0.348214,0.352679,0.275678,1025068800
1987-05-11,0.343750,0.354911,0.334821,0.349330,0.273060,1062924800
1987-05-18,0.349330,0.350446,0.323661,0.330915,0.259060,1041465600
1987-05-25,0.332589,0.359375,0.330357,0.352679,0.276098,576777600
1987-06-01,0.354911,0.354911,0.343750,0.347098,0.271729,676636800
1987-06-08,0.347098,0.358259,0.342634,0.352679,0.276098,702262400
1987-06-15,0.352679,0.379464,0.339286,0.366071,0.286582,1255520000
1987-06-22,0.368304,0.386161,0.357143,0.361607,0.283087,617332800
1987-06-29,0.361607,0.366071,0.354911,0.362723,0.283961,422172800
1987-07-06,0.363839,0.372768,0.325893,0.339286,0.265613,1027409600
1987-07-13,0.348214,0.399554,0.345982,0.386161,0.302309,970782400
1987-07-20,0.383929,0.388393,0.361607,0.379464,0.297067,488577600
1987-07-27,0.379464,0.383929,0.361607,0.368304,0.288330,407097600
1987-08-03,0.366071,0.421875,0.357143,0.415179,0.325026,718558400
1987-08-10,0.430804,0.448661,0.408482,0.437500,0.342501,811171200
1987-08-17,0.441964,0.479911,0.430804,0.473214,0.370939,765755200
1987-08-24,0.473214,0.477679,0.459821,0.464286,0.363940,673736000
1987-08-31,0.466518,0.493304,0.446429,0.450893,0.353442,811798400
1987-09-07,0.448661,0.495536,0.433036,0.486607,0.381437,598080000
1987-09-14,0.488839,0.493304,0.455357,0.462054,0.362191,492508800
1987-09-21,0.462054,0.517857,0.448661,0.513393,0.402434,825899200
1987-09-28,0.513393,0.524554,0.484375,0.522321,0.409432,710259200
1987-10-05,0.522321,0.533482,0.475446,0.483259,0.378813,870240000
1987-10-12,0.484375,0.488839,0.424107,0.430804,0.337695,1388800000
1987-10-19,0.430804,0.430804,0.291295,0.316964,0.248459,2162720000
1987-10-26,0.308036,0.383929,0.246652,0.344866,0.270330,1940960000
1987-11-02,0.345982,0.352679,0.305804,0.337054,0.264207,1178240000
1987-11-09,0.330357,0.357143,0.321429,0.332589,0.260707,1029280000
1987-11-16,0.337054,0.343750,0.296875,0.316964,0.248459,1152480000
1987-11-23,0.316964,0.337054,0.310268,0.312500,0.245494,457598400
1987-11-30,0.301339,0.308036,0.265625,0.274554,0.215684,1303680000
1987-12-07,0.276786,0.323661,0.276786,0.303571,0.238479,1036000000
1987-12-14,0.308036,0.368304,0.305804,0.361607,0.284071,1599360000
1987-12-21,0.361607,0.383929,0.359375,0.380580,0.298976,558264000
1987-12-28,0.377232,0.390625,0.352679,0.375000,0.294593,621600000
1988-01-04,0.381696,0.412946,0.352679,0.357143,0.280564,1607200000
1988-01-11,0.357143,0.401786,0.354911,0.382813,0.300730,1492960000
1988-01-18,0.383929,0.386161,0.341518,0.350446,0.275303,2020480000
1988-01-25,0.352679,0.372768,0.345982,0.370536,0.291086,1100960000
1988-02-01,0.372768,0.379464,0.343750,0.344866,0.270920,948640000
1988-02-08,0.343750,0.370536,0.337054,0.366071,0.287578,834400000
1988-02-15,0.366071,0.381696,0.357143,0.372768,0.293417,645164800
1988-02-22,0.370536,0.390625,0.368304,0.372768,0.293417,828262400
1988-02-29,0.372768,0.419643,0.370536,0.418527,0.329435,1258880000
1988-03-07,0.417411,0.426339,0.397321,0.408482,0.321528,820960000
1988-03-14,0.408482,0.415179,0.395089,0.399554,0.314501,931403200
1988-03-21,0.396205,0.398438,0.357143,0.358259,0.281996,1007339200
1988-03-28,0.357143,0.375000,0.345982,0.357143,0.281118,975520000
1988-04-04,0.354911,0.378348,0.343750,0.366071,0.288145,885920000
1988-04-11,0.372768,0.377232,0.343750,0.352679,0.277604,887040000
